Granule Name,Platform,Sensor,Beam Mode,Beam Mode Description,Orbit,Path Number,Frame Number,Acquisition Date,Processing Date,Processing Level,Start Time,End Time,Center Lat,Center Lon,Near Start Lat,Near Start Lon,Far Start Lat,Far Start Lon,Near End Lat,Near End Lon,Far End Lat,Far End Lon,Faraday Rotation,Ascending or Descending?,URL,Size (MB),Off Nadir Angle,Stack Size,Baseline Perp.,Doppler,GroupID
S1B_IW_GRDH_1SDV_20181028T102120_20181028T102145_013351_018B04_12F6,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13351,25,621,2018-10-28T10:21:45.000000,2018-10-28T10:21:20.000000,GRD_HD,2018-10-28T10:21:20.000000,2018-10-28T10:21:45.000000,-8.8679,-71.1417,-8.368054,-69.837372,-7.856854,-72.107094,-9.877864,-70.172226,-9.36131,-72.449982,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181028T102120_20181028T102145_013351_018B04_12F6.zip,1027.8434810638428,None,None,None,0,S1B_IWDV_0621_0626_013351_025
S1A_IW_GRDH_1SDV_20181022T102225_20181022T102258_024247_02A73C_4BFC,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24247,25,626,2018-10-22T10:22:58.000000,2018-10-22T10:22:25.000000,GRD_HD,2018-10-22T10:22:25.000000,2018-10-22T10:22:58.000000,-10.5028,-71.4891,-9.767772,-70.130943,-9.254979,-72.39399,-11.749855,-70.578255,-11.229888,-72.853989,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181022T102225_20181022T102258_024247_02A73C_4BFC.zip,1317.4970998764038,None,None,None,0,S1A_IWDV_0626_0632_024247_025
S1A_IW_GRDH_1SDV_20181022T102200_20181022T102225_024247_02A73C_389D,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24247,25,621,2018-10-22T10:22:25.000000,2018-10-22T10:22:00.000000,GRD_HD,2018-10-22T10:22:00.000000,2018-10-22T10:22:25.000000,-8.7596,-71.0928,-8.257815,-69.796486,-7.750511,-72.050774,-9.767682,-70.130928,-9.255094,-72.393082,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181022T102200_20181022T102225_024247_02A73C_389D.zip,1032.5525636672974,None,None,None,0,S1A_IWDV_0621_0626_024247_025
S1B_IW_GRDH_1SDV_20181021T103006_20181021T103031_013249_0187E3_8706,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13249,98,627,2018-10-21T10:30:31.000000,2018-10-21T10:30:06.000000,GRD_HD,2018-10-21T10:30:06.000000,2018-10-21T10:30:31.000000,-10.7827,-73.637,-10.288951,-72.312141,-9.767528,-74.60733,-11.796017,-72.661293,-11.268972,-74.966423,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181021T103006_20181021T103031_013249_0187E3_8706.zip,1052.776065826416,None,None,None,0,S1B_IWDV_0627_0632_013249_098
S1B_IW_GRDH_1SDV_20181016T102210_20181016T102235_013176_018592_FDFF,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13176,25,631,2018-10-16T10:22:35.000000,2018-10-16T10:22:10.000000,GRD_HD,2018-10-16T10:22:10.000000,2018-10-16T10:22:35.000000,-11.8793,-71.8396,-11.386922,-70.512894,-10.864017,-72.80368,-12.892488,-70.869644,-12.363863,-73.171318,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181016T102210_20181016T102235_013176_018592_FDFF.zip,1045.295789718628,None,None,None,0,S1B_IWDV_0631_0636_013176_025
S1B_IW_GRDH_1SDV_20181016T102145_20181016T102210_013176_018592_3DE6,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13176,25,626,2018-10-16T10:22:10.000000,2018-10-16T10:21:45.000000,GRD_HD,2018-10-16T10:21:45.000000,2018-10-16T10:22:10.000000,-10.3746,-71.4851,-9.877948,-70.172089,-9.360787,-72.452316,-11.386832,-70.512871,-10.864156,-72.802681,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181016T102145_20181016T102210_013176_018592_3DE6.zip,1035.2036666870115,None,None,None,0,S1B_IWDV_0626_0631_013176_025
S1B_IW_GRDH_1SDV_20181016T102120_20181016T102145_013176_018592_CFD8,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13176,25,621,2018-10-16T10:21:45.000000,2018-10-16T10:21:20.000000,GRD_HD,2018-10-16T10:21:20.000000,2018-10-16T10:21:45.000000,-8.8677,-71.1423,-8.368095,-69.837212,-7.8565,-72.108513,-9.877858,-70.172066,-9.360903,-72.451408,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181016T102120_20181016T102145_013176_018592_CFD8.zip,1034.9761514663696,None,None,None,0,S1B_IWDV_0621_0626_013176_025
S1A_IW_GRDH_1SDV_20181010T102225_20181010T102258_024072_02A18B_09CE,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24072,25,626,2018-10-10T10:22:58.000000,2018-10-10T10:22:25.000000,GRD_HD,2018-10-10T10:22:25.000000,2018-10-10T10:22:58.000000,-10.5029,-71.4891,-9.767788,-70.130859,-9.254984,-72.393997,-11.749874,-70.578156,-11.229896,-72.853981,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181010T102225_20181010T102258_024072_02A18B_09CE.zip,1320.3306169509888,None,None,None,0,S1A_IWDV_0626_0632_024072_025
S1A_IW_GRDH_1SDV_20181010T102200_20181010T102225_024072_02A18B_B244,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",24072,25,621,2018-10-10T10:22:25.000000,2018-10-10T10:22:00.000000,GRD_HD,2018-10-10T10:22:00.000000,2018-10-10T10:22:25.000000,-8.7596,-71.0928,-8.25783,-69.796417,-7.750535,-72.050705,-9.767698,-70.130844,-9.255119,-72.393005,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20181010T102200_20181010T102225_024072_02A18B_B244.zip,1031.7918310165403,None,None,None,0,S1A_IWDV_0621_0626_024072_025
S1B_IW_GRDH_1SDV_20181009T103006_20181009T103031_013074_01827E_BED9,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13074,98,627,2018-10-09T10:30:31.000000,2018-10-09T10:30:06.000000,GRD_HD,2018-10-09T10:30:06.000000,2018-10-09T10:30:31.000000,-10.7848,-73.6281,-10.289085,-72.312057,-9.771725,-74.589767,-11.796131,-72.661186,-11.273203,-74.948769,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181009T103006_20181009T103031_013074_01827E_BED9.zip,1048.447464942932,None,None,None,0,S1B_IWDV_0627_0632_013074_098
S1B_IW_GRDH_1SDV_20181004T102210_20181004T102235_013001_018039_B45B,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13001,25,631,2018-10-04T10:22:35.000000,2018-10-04T10:22:10.000000,GRD_HD,2018-10-04T10:22:10.000000,2018-10-04T10:22:35.000000,-11.8806,-71.8336,-11.386898,-70.51268,-10.866693,-72.791901,-12.892427,-70.869408,-12.366537,-73.159462,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181004T102210_20181004T102235_013001_018039_B45B.zip,1043.6831188201904,None,None,None,0,S1B_IWDV_0631_0636_013001_025
S1B_IW_GRDH_1SDV_20181004T102145_20181004T102210_013001_018039_B79D,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13001,25,626,2018-10-04T10:22:10.000000,2018-10-04T10:21:45.000000,GRD_HD,2018-10-04T10:21:45.000000,2018-10-04T10:22:10.000000,-10.3759,-71.4791,-9.877965,-70.171875,-9.36347,-72.440582,-11.386808,-70.512657,-10.866831,-72.790894,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181004T102145_20181004T102210_013001_018039_B79D.zip,1029.9352312088013,None,None,None,0,S1B_IWDV_0626_0631_013001_025
S1B_IW_GRDH_1SDV_20181004T102120_20181004T102145_013001_018039_F2E2,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",13001,25,621,2018-10-04T10:21:45.000000,2018-10-04T10:21:20.000000,GRD_HD,2018-10-04T10:21:20.000000,2018-10-04T10:21:45.000000,-8.869,-71.1363,-8.368054,-69.837021,-7.85911,-72.096748,-9.877875,-70.17186,-9.363605,-72.43959,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20181004T102120_20181004T102145_013001_018039_F2E2.zip,1030.960428237915,None,None,None,0,S1B_IWDV_0621_0626_013001_025
S1A_IW_GRDH_1SDV_20180928T102225_20180928T102258_023897_029BCC_5A1B,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23897,25,626,2018-09-28T10:22:58.000000,2018-09-28T10:22:25.000000,GRD_HD,2018-09-28T10:22:25.000000,2018-09-28T10:22:58.000000,-10.5027,-71.489,-9.767833,-70.130867,-9.255015,-72.393997,-11.749561,-70.578079,-11.22957,-72.853889,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20180928T102225_20180928T102258_023897_029BCC_5A1B.zip,1311.2510080337524,None,None,None,0,S1A_IWDV_0626_0632_023897_025
S1A_IW_GRDH_1SDV_20180928T102200_20180928T102225_023897_029BCC_71ED,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23897,25,621,2018-09-28T10:22:25.000000,2018-09-28T10:22:00.000000,GRD_HD,2018-09-28T10:22:00.000000,2018-09-28T10:22:25.000000,-8.7597,-71.0928,-8.257874,-69.796425,-7.750566,-72.050705,-9.767743,-70.130844,-9.255151,-72.393005,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20180928T102200_20180928T102225_023897_029BCC_71ED.zip,1026.5632429122925,None,None,None,0,S1A_IWDV_0621_0626_023897_025
S1B_IW_GRDH_1SDV_20180927T103005_20180927T103030_012899_017D27_61A9,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12899,98,627,2018-09-27T10:30:30.000000,2018-09-27T10:30:05.000000,GRD_HD,2018-09-27T10:30:05.000000,2018-09-27T10:30:30.000000,-10.7848,-73.6268,-10.289108,-72.310768,-9.771722,-74.58857,-11.796157,-72.659889,-11.273202,-74.947556,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180927T103005_20180927T103030_012899_017D27_61A9.zip,1044.4178819656372,None,None,None,0,S1B_IWDV_0627_0632_012899_098
S1B_IW_GRDH_1SDV_20180922T102210_20180922T102235_012826_017AE3_69BD,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12826,25,631,2018-09-22T10:22:35.000000,2018-09-22T10:22:10.000000,GRD_HD,2018-09-22T10:22:10.000000,2018-09-22T10:22:35.000000,-11.8808,-71.8325,-11.387028,-70.511597,-10.866863,-72.790825,-12.892676,-70.868202,-12.366825,-73.158279,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180922T102210_20180922T102235_012826_017AE3_69BD.zip,1041.4744520187378,None,None,None,0,S1B_IWDV_0631_0636_012826_025
S1B_IW_GRDH_1SDV_20180922T102145_20180922T102210_012826_017AE3_533E,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12826,25,626,2018-09-22T10:22:10.000000,2018-09-22T10:21:45.000000,GRD_HD,2018-09-22T10:21:45.000000,2018-09-22T10:22:10.000000,-10.3761,-71.4781,-9.878089,-70.17083,-9.363635,-72.439545,-11.386938,-70.511574,-10.867002,-72.789825,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180922T102145_20180922T102210_012826_017AE3_533E.zip,1028.3648118972778,None,None,None,0,S1B_IWDV_0626_0631_012826_025
S1B_IW_GRDH_1SDV_20180922T102120_20180922T102145_012826_017AE3_9392,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12826,25,621,2018-09-22T10:21:45.000000,2018-09-22T10:21:20.000000,GRD_HD,2018-09-22T10:21:20.000000,2018-09-22T10:21:45.000000,-8.8692,-71.1353,-8.368172,-69.836014,-7.859268,-72.095749,-9.877999,-70.170807,-9.36377,-72.438553,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180922T102120_20180922T102145_012826_017AE3_9392.zip,1025.316674232483,None,None,None,0,S1B_IWDV_0621_0626_012826_025
S1A_IW_GRDH_1SDV_20180916T102224_20180916T102257_023722_02961D_C323,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23722,25,626,2018-09-16T10:22:57.000000,2018-09-16T10:22:24.000000,GRD_HD,2018-09-16T10:22:24.000000,2018-09-16T10:22:57.000000,-10.5028,-71.4895,-9.767781,-70.131241,-9.254938,-72.394371,-11.749776,-70.578529,-11.229758,-72.85434,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20180916T102224_20180916T102257_023722_02961D_C323.zip,1318.710690498352,None,None,None,0,S1A_IWDV_0626_0632_023722_025
S1A_IW_GRDH_1SDV_20180916T102159_20180916T102224_023722_02961D_8F4F,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23722,25,621,2018-09-16T10:22:24.000000,2018-09-16T10:21:59.000000,GRD_HD,2018-09-16T10:21:59.000000,2018-09-16T10:22:24.000000,-8.7596,-71.0931,-8.257825,-69.796791,-7.750491,-72.051071,-9.767692,-70.131226,-9.255073,-72.393372,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20180916T102159_20180916T102224_023722_02961D_8F4F.zip,1033.696979522705,None,None,None,0,S1A_IWDV_0621_0626_023722_025
S1B_IW_GRDH_1SDV_20180915T103005_20180915T103030_012724_0177C3_A589,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12724,98,627,2018-09-15T10:30:30.000000,2018-09-15T10:30:05.000000,GRD_HD,2018-09-15T10:30:05.000000,2018-09-15T10:30:30.000000,-10.7847,-73.6279,-10.289044,-72.311783,-9.771627,-74.589577,-11.796092,-72.660904,-11.273108,-74.94857,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180915T103005_20180915T103030_012724_0177C3_A589.zip,1044.2151308059692,None,None,None,0,S1B_IWDV_0627_0632_012724_098
S1B_IW_GRDH_1SDV_20180910T102209_20180910T102234_012651_017587_FBAE,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12651,25,631,2018-09-10T10:22:34.000000,2018-09-10T10:22:09.000000,GRD_HD,2018-09-10T10:22:09.000000,2018-09-10T10:22:34.000000,-11.8808,-71.8325,-11.387051,-70.511688,-10.8669,-72.790924,-12.892701,-70.868279,-12.366863,-73.158363,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180910T102209_20180910T102234_012651_017587_FBAE.zip,1035.8979120254517,None,None,None,0,S1B_IWDV_0631_0636_012651_025
S1B_IW_GRDH_1SDV_20180910T102144_20180910T102209_012651_017587_388A,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12651,25,626,2018-09-10T10:22:09.000000,2018-09-10T10:21:44.000000,GRD_HD,2018-09-10T10:21:44.000000,2018-09-10T10:22:09.000000,-10.3761,-71.4781,-9.878108,-70.170937,-9.363688,-72.439568,-11.386961,-70.511665,-10.86706,-72.789833,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180910T102144_20180910T102209_012651_017587_388A.zip,1025.7347974777222,None,None,None,0,S1B_IWDV_0626_0631_012651_025
S1B_IW_GRDH_1SDV_20180910T102119_20180910T102144_012651_017587_4E79,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12651,25,621,2018-09-10T10:21:44.000000,2018-09-10T10:21:19.000000,GRD_HD,2018-09-10T10:21:19.000000,2018-09-10T10:21:44.000000,-8.8692,-71.1354,-8.36819,-69.836136,-7.859321,-72.095787,-9.878018,-70.170921,-9.363824,-72.438576,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180910T102119_20180910T102144_012651_017587_4E79.zip,1025.8726806640625,None,None,None,0,S1B_IWDV_0621_0626_012651_025
S1A_IW_GRDH_1SDV_20180904T102224_20180904T102257_023547_029080_0279,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23547,25,626,2018-09-04T10:22:57.000000,2018-09-04T10:22:24.000000,GRD_HD,2018-09-04T10:22:24.000000,2018-09-04T10:22:57.000000,-10.5028,-71.4902,-9.767785,-70.131981,-9.254938,-72.395111,-11.74978,-70.579269,-11.229758,-72.85508,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20180904T102224_20180904T102257_023547_029080_0279.zip,1304.4758396148682,None,None,None,0,S1A_IWDV_0626_0632_023547_025
S1A_IW_GRDH_1SDV_20180904T102159_20180904T102224_023547_029080_45CB,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23547,25,621,2018-09-04T10:22:24.000000,2018-09-04T10:21:59.000000,GRD_HD,2018-09-04T10:21:59.000000,2018-09-04T10:22:24.000000,-8.7596,-71.0939,-8.257829,-69.797531,-7.750491,-72.051811,-9.767695,-70.131966,-9.255074,-72.394112,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20180904T102159_20180904T102224_023547_029080_45CB.zip,1024.4255838394165,None,None,None,0,S1A_IWDV_0621_0626_023547_025
S1B_IW_GRDH_1SDV_20180903T103004_20180903T103029_012549_01726C_F089,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12549,98,627,2018-09-03T10:30:29.000000,2018-09-03T10:30:04.000000,GRD_HD,2018-09-03T10:30:04.000000,2018-09-03T10:30:29.000000,-10.7847,-73.6279,-10.289039,-72.311905,-9.771635,-74.5896,-11.796084,-72.661034,-11.273112,-74.948601,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180903T103004_20180903T103029_012549_01726C_F089.zip,1042.835824966431,None,None,None,0,S1B_IWDV_0627_0632_012549_098
S1B_IW_GRDH_1SDV_20180829T102209_20180829T102234_012476_017021_FD46,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12476,25,631,2018-08-29T10:22:34.000000,2018-08-29T10:22:09.000000,GRD_HD,2018-08-29T10:22:09.000000,2018-08-29T10:22:34.000000,-11.8807,-71.8321,-11.386888,-70.511269,-10.8667,-72.790489,-12.892534,-70.867882,-12.366659,-73.157951,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180829T102209_20180829T102234_012476_017021_FD46.zip,1037.2330465316772,None,None,None,0,S1B_IWDV_0631_0636_012476_025
S1B_IW_GRDH_1SDV_20180829T102144_20180829T102209_012476_017021_3640,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12476,25,626,2018-08-29T10:22:09.000000,2018-08-29T10:21:44.000000,GRD_HD,2018-08-29T10:21:44.000000,2018-08-29T10:22:09.000000,-10.3759,-71.4777,-9.877948,-70.170494,-9.363491,-72.439117,-11.386798,-70.511246,-10.866859,-72.789398,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180829T102144_20180829T102209_012476_017021_3640.zip,1026.4604015350342,None,None,None,0,S1B_IWDV_0626_0631_012476_025
S1B_IW_GRDH_1SDV_20180829T102119_20180829T102144_012476_017021_7482,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12476,25,621,2018-08-29T10:21:44.000000,2018-08-29T10:21:19.000000,GRD_HD,2018-08-29T10:21:19.000000,2018-08-29T10:21:44.000000,-8.869,-71.1349,-8.368032,-69.835663,-7.859127,-72.095306,-9.877858,-70.170471,-9.363626,-72.438118,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180829T102119_20180829T102144_012476_017021_7482.zip,1024.9316940307615,None,None,None,0,S1B_IWDV_0621_0626_012476_025
S1A_IW_GRDH_1SDV_20180823T102223_20180823T102256_023372_028AF2_B116,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23372,25,626,2018-08-23T10:22:56.000000,2018-08-23T10:22:23.000000,GRD_HD,2018-08-23T10:22:23.000000,2018-08-23T10:22:56.000000,-10.5028,-71.4889,-9.767794,-70.130653,-9.254963,-72.393784,-11.74979,-70.577927,-11.229785,-72.853737,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20180823T102223_20180823T102256_023372_028AF2_B116.zip,1311.654866218567,None,None,None,0,S1A_IWDV_0626_0632_023372_025
S1A_IW_GRDH_1SDV_20180823T102158_20180823T102223_023372_028AF2_5254,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",23372,25,621,2018-08-23T10:22:23.000000,2018-08-23T10:21:58.000000,GRD_HD,2018-08-23T10:21:58.000000,2018-08-23T10:22:23.000000,-8.7596,-71.0925,-8.257835,-69.796211,-7.750514,-72.050491,-9.767704,-70.13063,-9.255098,-72.392784,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SA/S1A_IW_GRDH_1SDV_20180823T102158_20180823T102223_023372_028AF2_5254.zip,1029.3233785629272,None,None,None,0,S1A_IWDV_0621_0626_023372_025
S1B_IW_GRDH_1SDV_20180822T103004_20180822T103029_012374_016D00_AB68,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12374,98,627,2018-08-22T10:30:29.000000,2018-08-22T10:30:04.000000,GRD_HD,2018-08-22T10:30:04.000000,2018-08-22T10:30:29.000000,-10.7847,-73.6281,-10.289052,-72.312088,-9.771655,-74.589783,-11.796101,-72.661209,-11.273136,-74.948776,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180822T103004_20180822T103029_012374_016D00_AB68.zip,1043.519889831543,None,None,None,0,S1B_IWDV_0627_0632_012374_098
S1B_IW_GRDH_1SDV_20180817T102208_20180817T102233_012301_016AB0_54E1,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12301,25,631,2018-08-17T10:22:33.000000,2018-08-17T10:22:08.000000,GRD_HD,2018-08-17T10:22:08.000000,2018-08-17T10:22:33.000000,-11.8807,-71.8331,-11.386919,-70.512222,-10.866713,-72.791435,-12.892563,-70.868851,-12.36667,-73.158913,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180817T102208_20180817T102233_012301_016AB0_54E1.zip,1042.9184579849243,None,None,None,0,S1B_IWDV_0631_0636_012301_025
S1B_IW_GRDH_1SDV_20180817T102143_20180817T102208_012301_016AB0_A234,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",12301,25,626,2018-08-17T10:22:08.000000,2018-08-17T10:21:43.000000,GRD_HD,2018-08-17T10:21:43.000000,2018-08-17T10:22:08.000000,-10.376,-71.4786,-9.877982,-70.171432,-9.363507,-72.440048,-11.386829,-70.512199,-10.866872,-72.790352,None,DESCENDING,https://datapool.asf.alaska.edu/GRD_HD/SB/S1B_IW_GRDH_1SDV_20180817T102143_20180817T102208_012301_016AB0_A234.zip,1032.2393350601196,None,None,None,0,S1B_IWDV_0626_0631_012301_025
