plot_id,center_lon,center_lat,size_m,shape,sample_points,email,flagged,flagged_reason,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,pl_plotid,pl_cluster,Oil Palm?:Yes,Oil Palm?:Yes,Oil Palm?:No,Oil Palm?:Not Sure
140884501,-74.95423755,-8.625552309,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T16:38:00Z,12.0 secs,NA,0,69,1,100,0,0,0
140884502,-74.92623958,-8.166947739,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T16:38:00Z,9.0 secs,NA,0,70,1,0,100,0,0
140884503,-74.50288381,-9.103885531,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,6.5 secs,NA,0,71,1,0,0,100,0
140884504,-71.87118994,-10.68103202,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,3.3 secs,NA,0,72,0,0,0,100,0
140884505,-72.68534334,-10.71659692,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,6.0 secs,NA,0,73,0,0,0,100,0
140884506,-74.93133913,-8.594885427,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,6.7 secs,NA,0,74,1,100,0,0,0
140884507,-74.04971621,-8.568215056,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,5.5 secs,NA,0,75,1,0,0,100,0
140884508,-74.61319827,-8.563220415,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,2.9 secs,NA,0,76,1,0,0,100,0
140884509,-73.85249185,-8.153118961,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,2.5 secs,NA,0,77,0,0,0,100,0
140884510,-74.63042734,-8.217529811,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,2.2 secs,NA,0,78,1,0,0,100,0
140884511,-74.93079913,-8.78945915,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,5.3 secs,NA,0,79,11,0,0,0,100
140884512,-75.63074954,-8.97126651,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:29:00Z,7.1 secs,NA,0,80,1,0,100,0,0
140884513,-74.92941626,-8.547565945,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,16.8 secs,NA,0,81,11,100,0,0,0
140884514,-74.62388208,-8.510316981,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,5.2 secs,NA,0,82,1,0,0,100,0
140884515,-74.58902847,-7.946402227,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,8.4 secs,NA,0,83,1,0,0,100,0
140884516,-72.46592521,-11.36979838,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,3.8 secs,NA,0,84,0,0,0,100,0
140884517,-75.59797495,-8.955311993,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,5.5 secs,NA,0,85,1,0,100,0,0
140884518,-72.99352268,-10.96224355,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,2.9 secs,NA,0,86,0,0,0,100,0
140884519,-75.00168182,-8.71076129,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,4.6 secs,NA,0,87,1,0,100,0,0
140884520,-71.11692409,-10.45028367,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,3.3 secs,NA,0,88,0,0,0,100,0
140884521,-72.81497929,-10.56840579,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,2.5 secs,NA,0,89,0,0,0,100,0
140884522,-73.96833686,-8.919629494,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,3.9 secs,NA,0,90,0,0,0,100,0
140884523,-74.89738458,-8.113211312,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:30:00Z,6.9 secs,NA,0,91,1,0,0,0,100
140884524,-74.7045514,-8.528838847,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:31:00Z,24.4 secs,NA,0,92,1,100,0,0,0
140884525,-74.86875192,-8.236130813,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:31:00Z,4.5 secs,NA,0,93,1,0,0,100,0
140884526,-74.86590551,-8.592425985,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:31:00Z,5.2 secs,NA,0,94,1,0,100,0,0
140884527,-74.97333877,-8.414707736,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,36.1 secs,NA,0,95,1,0,0,100,0
140884528,-74.10704003,-8.991075026,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,2.3 secs,NA,0,96,1,0,0,100,0
140884529,-73.46239647,-11.04850814,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,3.0 secs,NA,0,97,0,0,0,0,100
140884530,-74.20939858,-9.107436776,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,12.1 secs,NA,0,98,1,0,0,100,0
140884531,-73.00255508,-10.75946887,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,2.3 secs,NA,0,99,0,0,0,100,0
140884532,-72.81131733,-9.821369845,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,1.7 secs,NA,0,100,0,0,0,100,0
140884533,-73.75996402,-9.372860362,square,1000,1,e556bc3a@email.com,TRUE,clouds,2021-07-14T13:32:00Z,11.2 secs,NA,0,101,0,0,0,0,0
140884534,-73.0183655,-9.52894835,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,3.6 secs,NA,0,102,0,0,0,100,0
140884535,-74.05514404,-10.09870155,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,2.3 secs,NA,0,103,0,0,0,100,0
140884536,-74.43155027,-8.249588714,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,2.4 secs,NA,0,104,0,0,0,100,0
140884537,-72.78486704,-11.05000061,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,1.6 secs,NA,0,105,0,0,0,100,0
140884538,-74.98833795,-8.047282237,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,1.9 secs,NA,0,106,1,0,0,100,0
140884539,-74.64973897,-8.552129729,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:32:00Z,4.5 secs,NA,0,107,1,0,0,100,0
140884540,-73.12283849,-9.80479901,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:33:00Z,3.6 secs,NA,0,108,0,0,0,100,0
140884541,-75.00686164,-8.600047296,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:33:00Z,12.2 secs,NA,0,109,1,0,100,0,0
140884542,-75.07359771,-8.269251812,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:33:00Z,12.9 secs,NA,0,110,1,100,0,0,0
140884543,-72.59900681,-9.957656144,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:35:00Z,138.8 secs,NA,0,111,0,0,0,100,0
140884544,-74.91699204,-8.107517116,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:35:00Z,6.2 secs,NA,0,112,1,0,100,0,0
140884545,-74.26781758,-10.71240217,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:36:00Z,12.1 secs,NA,0,113,0,0,0,100,0
140884546,-71.44112171,-10.40125641,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:36:00Z,4.0 secs,NA,0,114,0,0,0,100,0
140884547,-74.76188094,-8.497924123,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:36:00Z,17.1 secs,NA,0,115,11,0,0,100,0
140884548,-75.08911097,-8.460972628,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,38.6 secs,NA,0,116,11,0,100,0,0
140884549,-72.05570816,-10.49421668,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,3.8 secs,NA,0,117,0,0,0,100,0
140884550,-73.77011214,-10.46235339,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,4.1 secs,NA,0,118,0,0,0,100,0
140884551,-75.01185797,-8.624956308,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,6.0 secs,NA,0,119,11,100,0,0,0
140884552,-74.89357146,-8.116195345,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,8.3 secs,NA,0,120,1,0,0,0,100
140884553,-71.75830457,-10.96380156,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,3.1 secs,NA,0,121,0,0,0,100,0
140884554,-75.39187551,-8.637023148,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,2.5 secs,NA,0,122,0,0,0,100,0
140884555,-73.95746807,-10.24816036,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,2.7 secs,NA,0,123,1,0,0,100,0
140884556,-74.45329757,-8.081651773,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,2.5 secs,NA,0,124,0,0,0,100,0
140884557,-73.66292108,-8.091225698,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,2.3 secs,NA,0,125,0,0,0,100,0
140884558,-75.61934569,-9.00547435,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:37:00Z,7.2 secs,NA,0,126,1,0,100,0,0
140884559,-74.89192421,-8.16612594,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,22.4 secs,NA,0,127,1,100,0,0,0
140884560,-74.07047439,-9.096256006,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,4.6 secs,NA,0,128,1,0,0,100,0
140884561,-73.69165275,-8.045198213,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,5.2 secs,NA,0,129,0,0,0,100,0
140884562,-74.64410558,-8.453080091,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,4.4 secs,NA,0,130,0,0,0,100,0
140884563,-71.16247397,-10.50525775,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,4.1 secs,NA,0,131,0,0,0,100,0
140884564,-72.50386194,-9.919005464,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,4.5 secs,NA,0,132,0,0,0,100,0
140884565,-74.91995128,-8.288245958,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,3.7 secs,NA,0,133,1,0,0,100,0
140884566,-74.61047488,-8.560504151,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,2.3 secs,NA,0,134,1,0,0,100,0
140884567,-71.31906829,-10.04945399,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,4.0 secs,NA,0,135,0,0,0,100,0
140884568,-74.91589479,-8.146050674,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:38:00Z,5.2 secs,NA,0,136,1,0,0,100,0
140884569,-74.42160256,-8.159214748,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:39:00Z,4.5 secs,NA,0,137,1,0,0,100,0
140884570,-74.68547773,-8.178772124,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:39:00Z,36.7 secs,NA,0,138,1,0,0,100,0
140884571,-72.04982025,-10.53752055,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:39:00Z,6.8 secs,NA,0,139,0,0,0,100,0
140884572,-74.7230987,-8.513656559,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:39:00Z,8.2 secs,NA,0,140,1,0,0,100,0
140884573,-74.03137878,-9.016659008,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:40:00Z,39.2 secs,NA,0,141,1,0,0,100,0
140884574,-74.62112423,-8.542876758,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:40:00Z,5.7 secs,NA,0,142,1,0,0,100,0
140884575,-73.95804156,-10.24029476,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:40:00Z,4.4 secs,NA,0,143,1,0,0,100,0
140884576,-73.3112103,-8.906103136,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:40:00Z,5.0 secs,NA,0,144,0,0,0,100,0
140884577,-75.62116522,-8.952017747,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:40:00Z,5.2 secs,NA,0,145,1,0,0,100,0
140884578,-74.85353206,-8.14277659,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:40:00Z,5.3 secs,NA,0,146,1,0,0,100,0
140884579,-74.49835188,-9.025190193,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:41:00Z,7.1 secs,NA,0,147,1,0,0,100,0
140884580,-71.82915601,-10.71908092,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:41:00Z,8.2 secs,NA,0,148,0,0,0,100,0
140884581,-73.06535243,-10.84583053,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:41:00Z,8.2 secs,NA,0,149,0,0,0,100,0
140884582,-74.13032187,-10.82816308,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:41:00Z,4.9 secs,NA,0,150,0,0,0,100,0
140884583,-75.0580757,-8.308059224,square,1000,1,e556bc3a@email.com,TRUE,hazy,2021-07-14T13:41:00Z,16.6 secs,NA,0,151,1,0,0,0,0
140884584,-74.07559111,-7.622146071,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:41:00Z,7.6 secs,NA,0,152,0,0,0,100,0
140884585,-74.04404082,-8.870723407,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:41:00Z,5.6 secs,NA,0,153,0,0,0,100,0
140884586,-74.6999194,-8.169285478,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:42:00Z,4.2 secs,NA,0,154,1,0,0,100,0
140884587,-74.28414098,-8.276486824,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:42:00Z,5.7 secs,NA,0,155,1,0,0,100,0
140884588,-74.39616533,-8.050908718,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:42:00Z,9.2 secs,NA,0,156,0,0,0,100,0
140884589,-75.05565651,-8.537630814,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:43:00Z,44.7 secs,NA,0,157,1,0,0,100,0
140884590,-70.57627865,-9.547641693,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:43:00Z,6.6 secs,NA,0,158,0,0,0,100,0
140884591,-74.14626619,-10.91502179,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:43:00Z,2.8 secs,NA,0,159,0,0,0,100,0
140884592,-73.77936642,-9.602436338,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:43:00Z,3.5 secs,NA,0,160,0,0,0,100,0
140884593,-74.97823675,-8.544960899,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:43:00Z,3.8 secs,NA,0,161,1,0,0,100,0
140884594,-74.08156046,-8.922097171,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:43:00Z,7.0 secs,NA,0,162,0,0,0,100,0
140884595,-75.00249833,-8.454870026,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:43:00Z,7.1 secs,NA,0,163,1,0,0,100,0
140884596,-75.05453612,-8.323798737,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:44:00Z,31.4 secs,NA,0,164,1,100,0,0,0
140884597,-74.9310804,-8.517548096,square,1000,1,e556bc3a@email.com,FALSE,NA,2021-07-14T13:44:00Z,5.6 secs,NA,0,165,1,0,100,0,0
